year;location;environ;strain;family;set;spot;height;R8;planting;flower;maturity;lodging;yield;moisture;protein;oil;fiber;size;EID
2012;IA;IA_2012;DS11-06011;6;6A;6A_IA_2012;NA;NA;521;NA;NA;NA;3747;7.63;32.34;20.1;4.79;18.14;1
2012;IA;IA_2012;DS11-06014;6;6A;6A_IA_2012;NA;NA;521;NA;NA;NA;3544;7.72;33.25;19.6;4.83;16.82;1
2012;IA;IA_2012;DS11-06015;6;6A;6A_IA_2012;NA;NA;521;NA;NA;NA;3177;7.43;32.64;19.18;4.88;15.47;1
2012;IA;IA_2012;DS11-06016;6;6A;6A_IA_2012;NA;NA;521;NA;NA;NA;3398;7.24;33.94;19.04;4.78;13.48;1
2012;IA;IA_2012;DS11-06022;6;6A;6A_IA_2012;NA;NA;521;NA;NA;NA;3226;7.89;34.74;18.37;4.81;15.88;1
2012;IA;IA_2012;DS11-06027;6;6A;6A_IA_2012;NA;NA;521;NA;NA;NA;3339;7.17;34.95;18.37;4.76;16.68;1
2012;IA;IA_2012;DS11-06028;6;6A;6A_IA_2012;NA;NA;521;NA;NA;NA;3060;7.21;33.29;19.46;4.79;16.59;1
2012;IA;IA_2012;DS11-06029;6;6A;6A_IA_2012;NA;NA;521;NA;NA;NA;3594;7.12;31.1;20.06;4.91;15.85;1
2012;IA;IA_2012;DS11-06030;6;6A;6A_IA_2012;NA;NA;521;NA;NA;NA;3725;7.2;32.99;19.21;4.84;16.71;1
2012;IA;IA_2012;DS11-06035;6;6A;6A_IA_2012;NA;NA;521;NA;NA;NA;3656;9.72;33.08;19.32;4.85;17.12;1
2012;IA;IA_2012;DS11-06036;6;6A;6A_IA_2012;NA;NA;521;NA;NA;NA;3538;7.4;34;18.81;4.79;14.91;1
2012;IA;IA_2012;DS11-06041;6;6A;6A_IA_2012;NA;NA;521;NA;NA;NA;3306;7.26;33.13;18.88;4.86;16.09;1
2012;IA;IA_2012;DS11-06042;6;6A;6A_IA_2012;NA;NA;521;NA;NA;NA;3076;7.02;34.15;18.56;4.81;20.49;1
2012;IA;IA_2012;DS11-06046;6;6A;6A_IA_2012;NA;NA;521;NA;NA;NA;3551;9.68;34.73;18.59;4.73;15.97;1
2012;IA;IA_2012;DS11-06047;6;6A;6A_IA_2012;NA;NA;521;NA;NA;NA;3523;7.12;32.82;19.66;4.8;18.09;1
2012;IA;IA_2012;DS11-06048;6;6A;6A_IA_2012;NA;NA;521;NA;NA;NA;3953;7.46;33.11;19.29;4.8;14.71;1
2012;IA;IA_2012;DS11-06049;6;6B;6B_IA_2012;NA;NA;521;NA;NA;NA;2357;6.99;31.24;20.31;4.87;19.17;1
2012;IA;IA_2012;DS11-06050;6;6B;6B_IA_2012;NA;NA;521;NA;NA;NA;3347;8.43;32.96;19.89;4.79;15.33;1
2012;IA;IA_2012;DS11-06051;6;6B;6B_IA_2012;NA;NA;521;NA;NA;NA;3158;8.6;33.8;19.02;4.8;16.44;1
2012;IA;IA_2012;DS11-06052;6;6B;6B_IA_2012;NA;NA;521;NA;NA;NA;2557;7.57;33.72;19.24;4.78;15.21;1
2012;IA;IA_2012;DS11-06053;6;6B;6B_IA_2012;NA;NA;521;NA;NA;NA;3646;8.11;31.97;19.91;4.89;17.56;1
2012;IA;IA_2012;DS11-06054;6;6B;6B_IA_2012;NA;NA;521;NA;NA;NA;3174;7.02;31.34;19.56;4.94;15.18;1
2012;IA;IA_2012;DS11-06056;6;6B;6B_IA_2012;NA;NA;521;NA;NA;NA;3027;7.81;33.53;19.13;4.83;14.12;1
2012;IA;IA_2012;DS11-06059;6;6B;6B_IA_2012;NA;NA;521;NA;NA;NA;3311;7.86;32.62;20;4.8;15.68;1
2012;IA;IA_2012;DS11-06061;6;6B;6B_IA_2012;NA;NA;521;NA;NA;NA;3754;10.05;33.59;19.33;4.83;18.17;1
2012;IA;IA_2012;DS11-06062;6;6B;6B_IA_2012;NA;NA;521;NA;NA;NA;2905;7.35;33.27;19.19;4.84;15.3;1
2012;IA;IA_2012;DS11-06063;6;6B;6B_IA_2012;NA;NA;521;NA;NA;NA;3229;7.63;32.57;19.06;4.9;16.38;1
2012;IA;IA_2012;DS11-06064;6;6B;6B_IA_2012;NA;NA;521;NA;NA;NA;2955;7.03;33.38;19.25;4.8;14.59;1
2012;IA;IA_2012;DS11-06065;6;6B;6B_IA_2012;NA;NA;521;NA;NA;NA;3518;7.82;32.17;20.17;4.82;18.06;1
2012;IA;IA_2012;DS11-06068;6;6B;6B_IA_2012;NA;NA;521;NA;NA;NA;3240;7.24;32.55;19.11;4.91;16.06;1
2012;IA;IA_2012;DS11-06069;6;6B;6B_IA_2012;NA;NA;521;NA;NA;NA;3263;7.26;33.78;18.59;4.85;17.09;1
2012;IA;IA_2012;DS11-06070;6;6B;6B_IA_2012;NA;NA;521;NA;NA;NA;3744;8.18;33.07;19.41;4.82;14.24;1
2012;IA;IA_2012;DS11-06071;6;6B;6B_IA_2012;NA;NA;521;NA;NA;NA;3501;7.12;33.62;18.28;4.88;16.91;1
2012;IA;IA_2012;DS11-06072;6;6B;6B_IA_2012;NA;NA;521;NA;NA;NA;2996;8.42;34.18;19.09;4.78;15.21;1
2012;IA;IA_2012;DS11-06073;6;6B;6B_IA_2012;NA;NA;521;NA;NA;NA;3519;7.88;32.71;19.29;4.89;15.82;1
2012;IA;IA_2012;DS11-06074;6;6B;6B_IA_2012;NA;NA;521;NA;NA;NA;2527;7.42;33.6;18.86;4.85;14.36;1
2012;IA;IA_2012;DS11-06078;6;6B;6B_IA_2012;NA;NA;521;NA;NA;NA;2644;8.36;31.84;20.62;4.79;15.74;1
2012;IA;IA_2012;DS11-06080;6;6B;6B_IA_2012;NA;NA;521;NA;NA;NA;3195;8.22;33.44;19.2;4.83;15.12;1
2012;IA;IA_2012;DS11-06081;6;6B;6B_IA_2012;NA;NA;521;NA;NA;NA;2854;7.77;32.94;19.5;4.83;14.91;1
2012;IA;IA_2012;DS11-06082;6;6B;6B_IA_2012;NA;NA;521;NA;NA;NA;3311;7.01;33.07;19.41;4.85;15.5;1
2012;IA;IA_2012;DS11-06083;6;6B;6B_IA_2012;NA;NA;521;NA;NA;NA;2683;7.07;33.66;19.32;4.78;15.97;1
2012;IA;IA_2012;DS11-06085;6;6B;6B_IA_2012;NA;NA;521;NA;NA;NA;3451;7.08;33.01;18.65;4.88;14.91;1
2012;IA;IA_2012;DS11-06086;6;6B;6B_IA_2012;NA;NA;521;NA;NA;NA;3589;7.64;33.21;19.3;4.8;16.97;1
2012;IA;IA_2012;DS11-06087;6;6B;6B_IA_2012;NA;NA;521;NA;NA;NA;3600;7.52;31.57;19.91;4.86;16.44;1
2012;IA;IA_2012;DS11-06088;6;6B;6B_IA_2012;NA;NA;521;NA;NA;NA;3083;8.47;33.97;19.26;4.74;16.5;1
2012;IA;IA_2012;DS11-06089;6;6B;6B_IA_2012;NA;NA;521;NA;NA;NA;3340;8.06;33.37;19.1;4.84;17.76;1
2012;IA;IA_2012;DS11-06090;6;6B;6B_IA_2012;NA;NA;521;NA;NA;NA;3083;7.81;32.4;19.77;4.85;16.94;1
2012;IA;IA_2012;DS11-06092;6;6B;6B_IA_2012;NA;NA;521;NA;NA;NA;3125;6.9;34.3;18.82;4.79;14.94;1
2012;IA;IA_2012;DS11-06093;6;6B;6B_IA_2012;NA;NA;521;NA;NA;NA;3605;7.02;34.01;18.48;4.84;15.21;1
2012;IA;IA_2012;DS11-06094;6;6B;6B_IA_2012;NA;NA;521;NA;NA;NA;3685;6.92;33.17;18.31;4.93;14.53;1
2012;IA;IA_2012;DS11-06095;6;6B;6B_IA_2012;NA;NA;521;NA;NA;NA;3649;7.31;32.49;19.27;4.87;17.85;1
2012;IA;IA_2012;DS11-08002;8;8A;8A_IA_2012;NA;NA;521;NA;NA;NA;3089;9.13;33.54;18.75;4.88;14.39;1
2012;IA;IA_2012;DS11-08003;8;8A;8A_IA_2012;NA;NA;521;NA;NA;NA;2658;7.3;33.73;19.21;4.78;13.86;1
2012;IA;IA_2012;DS11-08004;8;8A;8A_IA_2012;NA;NA;521;NA;NA;NA;3125;7.19;33.6;18.86;4.83;16.06;1
2012;IA;IA_2012;DS11-08005;8;8A;8A_IA_2012;NA;NA;521;NA;NA;NA;3229;7.63;34.18;18.47;4.84;14.71;1
2012;IA;IA_2012;DS11-08006;8;8A;8A_IA_2012;NA;NA;521;NA;NA;NA;2985;7.66;32.69;19.33;4.87;15;1
2012;IA;IA_2012;DS11-08008;8;8A;8A_IA_2012;NA;NA;521;NA;NA;NA;3039;7.2;33.32;19.02;4.84;15.47;1
2012;IA;IA_2012;DS11-08009;8;8A;8A_IA_2012;NA;NA;521;NA;NA;NA;3765;7.55;33.82;18.7;4.85;15.68;1
2012;IA;IA_2012;DS11-08010;8;8A;8A_IA_2012;NA;NA;521;NA;NA;NA;2957;7.86;33.25;19.35;4.82;14.62;1
2012;IA;IA_2012;DS11-08011;8;8A;8A_IA_2012;NA;NA;521;NA;NA;NA;2713;8.15;32.59;19.79;4.87;16.24;1
2012;IA;IA_2012;DS11-08012;8;8A;8A_IA_2012;NA;NA;521;NA;NA;NA;3277;6.95;33.16;19.33;4.81;15.85;1
2012;IA;IA_2012;DS11-08013;8;8A;8A_IA_2012;NA;NA;521;NA;NA;NA;2668;7.09;32.72;19.09;4.9;14.42;1
2012;IA;IA_2012;DS11-08014;8;8A;8A_IA_2012;NA;NA;521;NA;NA;NA;3304;8.51;33.18;19.08;4.86;15.27;1
2012;IA;IA_2012;DS11-08016;8;8A;8A_IA_2012;NA;NA;521;NA;NA;NA;3439;7.56;34.35;18.02;4.85;17.62;1
2012;IA;IA_2012;DS11-08017;8;8A;8A_IA_2012;NA;NA;521;NA;NA;NA;3403;7.12;32.79;19.12;4.87;15.91;1
2012;IA;IA_2012;DS11-08018;8;8A;8A_IA_2012;NA;NA;521;NA;NA;NA;3352;7.91;34.45;18.67;4.8;15.56;1
2012;IA;IA_2012;DS11-08019;8;8A;8A_IA_2012;NA;NA;521;NA;NA;NA;3172;7.62;33.72;18.68;4.82;15.36;1
2012;IA;IA_2012;DS11-08020;8;8A;8A_IA_2012;NA;NA;521;NA;NA;NA;3234;8.31;33.28;18.84;4.9;15.77;1
2012;IA;IA_2012;DS11-08021;8;8A;8A_IA_2012;NA;NA;521;NA;NA;NA;3018;10.74;34.22;19.58;4.74;16.24;1
2012;IA;IA_2012;DS11-08022;8;8A;8A_IA_2012;NA;NA;521;NA;NA;NA;3229;7.35;33.66;19.06;4.81;16.12;1
2012;IA;IA_2012;DS11-08023;8;8A;8A_IA_2012;NA;NA;521;NA;NA;NA;2911;10.73;33.07;19.28;4.89;13.74;1
2012;IA;IA_2012;DS11-08025;8;8A;8A_IA_2012;NA;NA;521;NA;NA;NA;2593;7.55;33.73;18.13;4.93;14.83;1
2012;IA;IA_2012;DS11-08026;8;8A;8A_IA_2012;NA;NA;521;NA;NA;NA;3344;7.8;33.79;19.35;4.74;16.88;1
2012;IA;IA_2012;DS11-08027;8;8A;8A_IA_2012;NA;NA;521;NA;NA;NA;3137;7.54;33.95;19.09;4.81;15.3;1
2012;IA;IA_2012;DS11-08028;8;8A;8A_IA_2012;NA;NA;521;NA;NA;NA;3495;7.03;33.1;18.61;4.88;16.12;1
2012;IA;IA_2012;DS11-08029;8;8A;8A_IA_2012;NA;NA;521;NA;NA;NA;3086;7.37;33.86;18.78;4.8;15.94;1
2012;IA;IA_2012;DS11-08030;8;8A;8A_IA_2012;NA;NA;521;NA;NA;NA;3364;7.67;33.05;18.98;4.88;13.53;1
2012;IA;IA_2012;DS11-08031;8;8A;8A_IA_2012;NA;NA;521;NA;NA;NA;3584;8.21;33.78;19.18;4.78;16.32;1
2012;IA;IA_2012;DS11-08032;8;8A;8A_IA_2012;NA;NA;521;NA;NA;NA;3507;7.08;33.81;19.34;4.75;16.62;1
2012;IA;IA_2012;DS11-08034;8;8A;8A_IA_2012;NA;NA;521;NA;NA;NA;3208;7.53;35.02;17.82;4.83;16.73;1
2012;IA;IA_2012;DS11-08035;8;8A;8A_IA_2012;NA;NA;521;NA;NA;NA;2954;7.39;33.91;18.65;4.82;15.47;1
2012;IA;IA_2012;DS11-08036;8;8A;8A_IA_2012;NA;NA;521;NA;NA;NA;3595;9.98;33.68;18.92;4.83;15.74;1
2012;IA;IA_2012;DS11-08037;8;8A;8A_IA_2012;NA;NA;521;NA;NA;NA;3063;8.87;32.94;18.83;4.94;15.06;1
2012;IA;IA_2012;DS11-08039;8;8A;8A_IA_2012;NA;NA;521;NA;NA;NA;3123;6.95;32.88;19.42;4.82;16.82;1
2012;IA;IA_2012;DS11-08041;8;8A;8A_IA_2012;NA;NA;521;NA;NA;NA;2956;7.82;32.37;19.55;4.9;14.91;1
2012;IA;IA_2012;DS11-08042;8;8B;8B_IA_2012;NA;NA;522;NA;NA;NA;3214;7.46;33.5;18.82;4.87;14.15;1
2012;IA;IA_2012;DS11-08043;8;8B;8B_IA_2012;NA;NA;522;NA;NA;NA;3346;8.32;34.16;18.67;4.81;16.38;1
2012;IA;IA_2012;DS11-08044;8;8B;8B_IA_2012;NA;NA;522;NA;NA;NA;3565;7.14;33.2;18.64;4.88;15.36;1
2012;IA;IA_2012;DS11-08045;8;8B;8B_IA_2012;NA;NA;522;NA;NA;NA;2831;7.93;32.57;19.09;4.89;15.41;1
2012;IA;IA_2012;DS11-08046;8;8B;8B_IA_2012;NA;NA;522;NA;NA;NA;3505;7.85;34.52;18.01;4.85;16.56;1
2012;IA;IA_2012;DS11-08047;8;8B;8B_IA_2012;NA;NA;522;NA;NA;NA;3210;7.83;33.57;18.72;4.83;15.47;1
2012;IA;IA_2012;DS11-08049;8;8B;8B_IA_2012;NA;NA;522;NA;NA;NA;3275;7.41;34.59;18.08;4.82;15.59;1
2012;IA;IA_2012;DS11-08050;8;8B;8B_IA_2012;NA;NA;522;NA;NA;NA;3531;8.1;33.89;18.72;4.81;18.09;1
2012;IA;IA_2012;DS11-08051;8;8B;8B_IA_2012;NA;NA;522;NA;NA;NA;3391;7.93;34.02;19.04;4.78;17.03;1
2012;IA;IA_2012;DS11-08052;8;8B;8B_IA_2012;NA;NA;522;NA;NA;NA;2863;7.75;33.09;19.46;4.81;17.09;1
2012;IA;IA_2012;DS11-08054;8;8B;8B_IA_2012;NA;NA;522;NA;NA;NA;3488;7.85;33.06;19.05;4.88;15.5;1
2012;IA;IA_2012;DS11-08056;8;8B;8B_IA_2012;NA;NA;522;NA;NA;NA;3076;8.06;34.48;18.18;4.84;14.83;1
2012;IA;IA_2012;DS11-08057;8;8B;8B_IA_2012;NA;NA;522;NA;NA;NA;3076;7.24;33.38;18.6;4.9;15;1
2012;IA;IA_2012;DS11-08058;8;8B;8B_IA_2012;NA;NA;522;NA;NA;NA;3268;7.19;32.93;18.94;4.89;15.94;1
2012;IA;IA_2012;DS11-08059;8;8B;8B_IA_2012;NA;NA;522;NA;NA;NA;3120;7.53;33.87;19.18;4.79;15.47;1
2012;IA;IA_2012;DS11-08060;8;8B;8B_IA_2012;NA;NA;522;NA;NA;NA;3053;7.66;33.4;19.29;4.82;15.27;1
2012;IA;IA_2012;DS11-08062;8;8B;8B_IA_2012;NA;NA;522;NA;NA;NA;3496;7.27;34.07;19.16;4.75;16.82;1
2012;IA;IA_2012;DS11-08063;8;8B;8B_IA_2012;NA;NA;522;NA;NA;NA;2817;6.99;32.66;19.58;4.83;14.53;1
2012;IA;IA_2012;DS11-08064;8;8B;8B_IA_2012;NA;NA;522;NA;NA;NA;3152;7.53;32.42;19.17;4.91;15.12;1
2012;IA;IA_2012;DS11-08065;8;8B;8B_IA_2012;NA;NA;522;NA;NA;NA;3250;7.59;33.52;18.88;4.84;14.27;1
2012;IA;IA_2012;DS11-08066;8;8B;8B_IA_2012;NA;NA;522;NA;NA;NA;3668;7.45;33.86;18.76;4.81;16.15;1
2012;IA;IA_2012;DS11-08068;8;8B;8B_IA_2012;NA;NA;522;NA;NA;NA;3665;8.13;32.51;19.65;4.86;17.23;1
2012;IA;IA_2012;DS11-08069;8;8B;8B_IA_2012;NA;NA;522;NA;NA;NA;3423;8.06;34.72;18.23;4.78;16.41;1
2012;IA;IA_2012;DS11-08071;8;8B;8B_IA_2012;NA;NA;522;NA;NA;NA;4018;7.4;32.41;19.3;4.9;17.09;1
2012;IA;IA_2012;DS11-08074;8;8B;8B_IA_2012;NA;NA;522;NA;NA;NA;3354;7.23;33.33;19.16;4.83;16.09;1
2012;IA;IA_2012;DS11-08075;8;8B;8B_IA_2012;NA;NA;522;NA;NA;NA;2874;8.58;33.1;19.09;4.86;16.68;1
2012;IA;IA_2012;DS11-08076;8;8B;8B_IA_2012;NA;NA;522;NA;NA;NA;3411;7.62;32.55;19.17;4.87;15.71;1
2012;IA;IA_2012;DS11-08077;8;8B;8B_IA_2012;NA;NA;522;NA;NA;NA;3680;7.58;32.95;18.88;4.91;16.94;1
2012;IA;IA_2012;DS11-08079;8;8B;8B_IA_2012;NA;NA;522;NA;NA;NA;3668;8.94;34.21;18.67;4.82;14.74;1
2012;IA;IA_2012;DS11-08081;8;8B;8B_IA_2012;NA;NA;522;NA;NA;NA;3216;7.93;33.96;18.9;4.78;17.23;1
2012;IA;IA_2012;DS11-08082;8;8B;8B_IA_2012;NA;NA;522;NA;NA;NA;3647;7.13;34.16;19.52;4.7;16.47;1
2012;IA;IA_2012;DS11-08083;8;8B;8B_IA_2012;NA;NA;522;NA;NA;NA;3318;7.3;34.09;18.79;4.76;16.82;1
2012;IA;IA_2012;DS11-08084;8;8B;8B_IA_2012;NA;NA;522;NA;NA;NA;3569;7.37;34.26;18.64;4.8;16.12;1
2012;IA;IA_2012;DS11-08085;8;8B;8B_IA_2012;NA;NA;522;NA;NA;NA;3035;7.19;33.7;18.62;4.84;15.56;1
2012;IA;IA_2012;DS11-08086;8;8B;8B_IA_2012;NA;NA;522;NA;NA;NA;3343;6.88;32.6;19.1;4.91;15.12;1
2012;IA;IA_2012;DS11-09001;9;9A;9A_IA_2012;NA;NA;522;NA;NA;NA;2920;7.01;32.14;20.5;4.78;13.92;1
2012;IA;IA_2012;DS11-09007;9;9A;9A_IA_2012;NA;NA;522;NA;NA;NA;2474;7.29;34.48;18.39;4.8;15.3;1
2012;IA;IA_2012;DS11-09010;9;9A;9A_IA_2012;NA;NA;522;NA;NA;NA;2722;7.42;35;17.96;4.83;15.56;1
2012;IA;IA_2012;DS11-09013;9;9A;9A_IA_2012;NA;NA;522;NA;NA;NA;2485;6.98;32.96;20.13;4.78;13.48;1
2012;IA;IA_2012;DS11-09014;9;9A;9A_IA_2012;NA;NA;522;NA;NA;NA;2959;6.99;33.19;19.34;4.85;18.26;1
2012;IA;IA_2012;DS11-09017;9;9A;9A_IA_2012;NA;NA;522;NA;NA;NA;3275;7.79;33.08;19.2;4.87;15.36;1
2012;IA;IA_2012;DS11-09020;9;9A;9A_IA_2012;NA;NA;522;NA;NA;NA;3072;6.91;32.84;19.52;4.82;20.14;1
2012;IA;IA_2012;DS11-09021;9;9A;9A_IA_2012;NA;NA;522;NA;NA;NA;2842;7.27;34.48;18.32;4.84;14.3;1
2012;IA;IA_2012;DS11-09023;9;9A;9A_IA_2012;NA;NA;522;NA;NA;NA;2762;7.97;31.64;20.64;4.82;13.12;1
2012;IA;IA_2012;DS11-09024;9;9A;9A_IA_2012;NA;NA;522;NA;NA;NA;2438;7.07;33.65;19.22;4.79;13.59;1
2012;IA;IA_2012;DS11-09027;9;9A;9A_IA_2012;NA;NA;522;NA;NA;NA;3081;7.14;33.63;20.11;4.69;15.8;1
2012;IA;IA_2012;DS11-09030;9;9A;9A_IA_2012;NA;NA;522;NA;NA;NA;2933;7.29;32.82;19.58;4.85;16.82;1
2012;IA;IA_2012;DS11-09033;9;9A;9A_IA_2012;NA;NA;522;NA;NA;NA;2978;6.94;35.02;19.55;4.66;16.97;1
2012;IA;IA_2012;DS11-09034;9;9A;9A_IA_2012;NA;NA;522;NA;NA;NA;3169;7.27;33.42;19.17;4.81;17.06;1
2012;IA;IA_2012;DS11-09035;9;9A;9A_IA_2012;NA;NA;522;NA;NA;NA;2826;6.99;33.87;18.61;4.83;15.21;1
2012;IA;IA_2012;DS11-09036;9;9A;9A_IA_2012;NA;NA;522;NA;NA;NA;2414;7.24;32.67;19.26;4.92;14.77;1
2012;IA;IA_2012;DS11-09037;9;9A;9A_IA_2012;NA;NA;522;NA;NA;NA;3006;6.99;33.69;19.01;4.84;15.09;1
2012;IA;IA_2012;DS11-09039;9;9A;9A_IA_2012;NA;NA;522;NA;NA;NA;3273;7.47;32.85;19.69;4.8;15.97;1
2012;IA;IA_2012;DS11-09040;9;9A;9A_IA_2012;NA;NA;522;NA;NA;NA;2568;7.26;33.98;18.12;4.87;12.68;1
2012;IA;IA_2012;DS11-09041;9;9A;9A_IA_2012;NA;NA;522;NA;NA;NA;3088;7.67;33.81;19.07;4.78;14.21;1
2012;IA;IA_2012;DS11-09043;9;9A;9A_IA_2012;NA;NA;522;NA;NA;NA;3141;7.25;32.39;19.52;4.86;14.74;1
2012;IA;IA_2012;DS11-09047;9;9A;9A_IA_2012;NA;NA;522;NA;NA;NA;3046;7.14;33.06;19.24;4.86;17.29;1
2012;IA;IA_2012;DS11-09049;9;9A;9A_IA_2012;NA;NA;522;NA;NA;NA;3146;7.12;33.57;19.48;4.8;15.27;1
2012;IA;IA_2012;DS11-09050;9;9A;9A_IA_2012;NA;NA;522;NA;NA;NA;3008;7;33.66;18.93;4.82;16.91;1
2012;IA;IA_2012;DS11-09053;9;9A;9A_IA_2012;NA;NA;522;NA;NA;NA;2717;7.17;33.97;18.69;4.85;14.24;1
2012;IA;IA_2012;DS11-09055;9;9A;9A_IA_2012;NA;NA;522;NA;NA;NA;3155;7.07;34.72;18.76;4.77;15.38;1
2012;IA;IA_2012;DS11-09056;9;9A;9A_IA_2012;NA;NA;522;NA;NA;NA;3144;7.51;33.56;18.65;4.9;13.09;1
2012;IA;IA_2012;DS11-09059;9;9A;9A_IA_2012;NA;NA;522;NA;NA;NA;2921;7.11;33.65;19.32;4.79;15.03;1
2012;IA;IA_2012;DS11-09062;9;9A;9A_IA_2012;NA;NA;522;NA;NA;NA;3163;6.97;30.56;20.2;4.95;13.15;1
2012;IA;IA_2012;DS11-09063;9;9A;9A_IA_2012;NA;NA;522;NA;NA;NA;2992;7.39;32.81;18.28;4.98;13.68;1
2012;IA;IA_2012;DS11-09065;9;9A;9A_IA_2012;NA;NA;522;NA;NA;NA;2654;7.88;33.31;19.32;4.86;13.33;1
2012;IA;IA_2012;DS11-09066;9;9A;9A_IA_2012;NA;NA;522;NA;NA;NA;2964;7.81;32.5;18.36;5.04;13.36;1
2012;IA;IA_2012;DS11-09068;9;9A;9A_IA_2012;NA;NA;522;NA;NA;NA;2797;7.27;32.67;18.82;4.91;14.15;1
2012;IA;IA_2012;DS11-09069;9;9A;9A_IA_2012;NA;NA;522;NA;NA;NA;3003;7.08;34.15;19.13;4.76;14.86;1
2012;IA;IA_2012;DS11-09070;9;9A;9A_IA_2012;NA;NA;522;NA;NA;NA;2543;6.94;33.86;18.74;4.84;15.38;1
2012;IA;IA_2012;DS11-09072;9;9B;9B_IA_2012;NA;NA;522;NA;NA;NA;2708;7.18;34.52;18.2;4.87;14.65;1
2012;IA;IA_2012;DS11-09074;9;9B;9B_IA_2012;NA;NA;522;NA;NA;NA;2703;7.8;34.56;19.54;4.72;13.92;1
2012;IA;IA_2012;DS11-09075;9;9B;9B_IA_2012;NA;NA;522;NA;NA;NA;2709;7.22;32.97;20.83;4.71;16.65;1
2012;IA;IA_2012;DS11-09076;9;9B;9B_IA_2012;NA;NA;522;NA;NA;NA;2163;6.97;34.28;18.43;4.82;13.56;1
2012;IA;IA_2012;DS11-09087;9;9B;9B_IA_2012;NA;NA;522;NA;NA;NA;2846;7.01;32.98;20.48;4.71;15.82;1
2012;IA;IA_2012;DS11-09088;9;9B;9B_IA_2012;NA;NA;522;NA;NA;NA;2883;6.93;33.75;19.73;4.74;15.56;1
2012;IA;IA_2012;DS11-09095;9;9B;9B_IA_2012;NA;NA;522;NA;NA;NA;2591;7.77;33.77;19.6;4.76;12.3;1
2012;IA;IA_2012;DS11-09097;9;9B;9B_IA_2012;NA;NA;522;NA;NA;NA;2344;6.82;33.85;19.85;4.74;15.47;1
2012;IA;IA_2012;DS11-09101;9;9B;9B_IA_2012;NA;NA;522;NA;NA;NA;2346;7.08;34.53;18.96;4.78;14.91;1
2012;IA;IA_2012;DS11-09104;9;9B;9B_IA_2012;NA;NA;522;NA;NA;NA;2697;7.1;34.39;19.99;4.67;14.47;1
2012;IA;IA_2012;DS11-09106;9;9B;9B_IA_2012;NA;NA;522;NA;NA;NA;2595;6.89;33.94;19.81;4.72;15.62;1
2012;IA;IA_2012;DS11-09114;9;9B;9B_IA_2012;NA;NA;522;NA;NA;NA;2912;7.04;34.08;18.68;4.83;14.39;1
2012;IA;IA_2012;DS11-09115;9;9B;9B_IA_2012;NA;NA;522;NA;NA;NA;2671;7.01;33.39;20.17;4.73;16.12;1
2012;IA;IA_2012;DS11-09116;9;9B;9B_IA_2012;NA;NA;522;NA;NA;NA;2962;6.97;33.03;20.12;4.75;12.65;1
2012;IA;IA_2012;DS11-09117;9;9B;9B_IA_2012;NA;NA;522;NA;NA;NA;2787;7.11;34.35;19.52;4.7;12.51;1
2012;IA;IA_2012;DS11-09121;9;9B;9B_IA_2012;NA;NA;522;NA;NA;NA;2952;7.08;33.54;19.78;4.74;17.15;1
2012;IA;IA_2012;DS11-09122;9;9B;9B_IA_2012;NA;NA;522;NA;NA;NA;2880;7;33.34;20.02;4.74;15.56;1
2012;IA;IA_2012;DS11-09123;9;9B;9B_IA_2012;NA;NA;522;NA;NA;NA;3060;7.47;33.17;20.17;4.75;15.8;1
2012;IA;IA_2012;DS11-09124;9;9B;9B_IA_2012;NA;NA;522;NA;NA;NA;3228;7.11;35.53;18.78;4.68;17.73;1
2012;IA;IA_2012;DS11-09127;9;9B;9B_IA_2012;NA;NA;522;NA;NA;NA;2338;7.16;34.41;18.29;4.87;14.12;1
2012;IA;IA_2012;DS11-09128;9;9B;9B_IA_2012;NA;NA;522;NA;NA;NA;2707;7;33.32;19.24;4.85;14.62;1
2012;IA;IA_2012;DS11-09129;9;9B;9B_IA_2012;NA;NA;522;NA;NA;NA;2563;7.06;34.08;19.32;4.79;16.03;1
2012;IA;IA_2012;DS11-09132;9;9B;9B_IA_2012;NA;NA;522;NA;NA;NA;2703;7.08;33.32;19.99;4.77;15.5;1
2012;IA;IA_2012;DS11-09134;9;9B;9B_IA_2012;NA;NA;522;NA;NA;NA;2583;7.28;33.34;20.53;4.7;15.62;1
2012;IA;IA_2012;DS11-09135;9;9B;9B_IA_2012;NA;NA;522;NA;NA;NA;2772;6.96;33.9;19.62;4.73;16;1
2012;IA;IA_2012;DS11-09139;9;9B;9B_IA_2012;NA;NA;522;NA;NA;NA;3207;7.4;33.96;19.42;4.78;16.15;1
2012;IA;IA_2012;DS11-10001;10;10A;10A_IA_2012;NA;NA;521;NA;NA;NA;3721;7.45;33.26;17.98;4.94;15.21;1
2012;IA;IA_2012;DS11-10003;10;10A;10A_IA_2012;NA;NA;521;NA;NA;NA;3509;7.3;32.25;19.73;4.9;14.62;1
2012;IA;IA_2012;DS11-10005;10;10A;10A_IA_2012;NA;NA;521;NA;NA;NA;3681;7.35;31.85;18.87;4.97;13.98;1
2012;IA;IA_2012;DS11-10007;10;10A;10A_IA_2012;NA;NA;521;NA;NA;NA;2956;7.44;31.2;20.26;4.88;13.01;1
2012;IA;IA_2012;DS11-10010;10;10A;10A_IA_2012;NA;NA;521;NA;NA;NA;3460;7.22;32.41;18.55;4.97;15.5;1
